,city,latitude,longitude,max_temp,humidity,cloud_cover,wind_speed,country,date
332,San vicente,18.430000000055472,123.58999999972389,62.71,72.0,45.0,1.45,AR,2021-04-24 01:59:29
333,Salalah,13.590000000052996,60.6799999997811,82.4,74.0,40.0,1.14,OM,2021-04-24 01:51:55
334,Pontianak,-1.5899999999547703,109.42999999973676,82.4,83.0,20.0,3.44,ID,2021-04-24 01:54:44
335,Eureka,41.28000000006716,-137.82000000003836,52.0,76.0,100.0,3.0,US,2021-04-24 01:55:30
336,Salinopolis,4.350000000048269,-44.490000000123246,78.42,87.0,100.0,7.87,BR,2021-04-24 01:51:48
337,Yar-sale,73.75000000008379,71.36999999977138,31.78,99.0,97.0,9.31,RU,2021-04-24 01:59:33
338,Lazaro cardenas,3.5600000000478644,-109.55000000006407,77.18,67.0,91.0,4.81,MX,2021-04-24 01:56:10
339,Moose factory,53.87000000007362,-77.9600000000928,37.4,70.0,1.0,17.27,CA,2021-04-24 01:59:34
340,Darhan,45.35000000006926,109.47999999973672,35.94,70.0,100.0,5.3,MN,2021-04-24 01:55:01
341,Meulaboh,2.3800000000472608,96.24999999974875,79.77,80.0,100.0,3.65,ID,2021-04-24 01:55:06
342,Florence,38.990000000066004,-84.66000000008671,48.2,76.0,0.0,2.3,IT,2021-04-24 01:59:35
343,Raga,7.810000000050039,26.679999999812026,76.75,53.0,70.0,6.2,SS,2021-04-24 01:59:36
344,Tucurui,-3.8399999999559213,-49.30000000011887,74.46,93.0,26.0,1.99,BR,2021-04-24 01:59:36
345,Srednekolymsk,73.52000000008366,155.03999999969528,15.46,91.0,100.0,19.98,RU,2021-04-24 01:59:36
346,San lorenzo,-28.039999999968302,-58.88000000011016,71.6,94.0,90.0,9.22,PY,2021-04-24 01:59:37
347,Honiara,-14.339999999961293,156.1299999996943,85.42,69.0,90.0,4.61,SB,2021-04-24 01:59:38
348,Markapur,15.990000000054224,79.42999999976405,85.46,62.0,3.0,4.83,IN,2021-04-24 01:59:38
349,Kavarna,43.11000000006811,28.429999999810434,45.0,93.0,0.0,3.44,BG,2021-04-24 01:59:38
350,Agadez,17.10000000005479,8.399999999828651,83.95,14.0,20.0,10.4,NE,2021-04-24 01:59:39
351,Camopi,3.000000000047578,-52.07000000011635,72.9,99.0,100.0,1.59,GF,2021-04-24 01:56:22
352,Acapulco,5.590000000048903,-103.1500000000699,80.6,83.0,90.0,9.22,MX,2021-04-24 01:59:40
353,Namibe,-14.479999999961365,4.559999999832144,77.22,80.0,23.0,5.53,AO,2021-04-24 01:59:41
354,Muisne,0.5400000000463194,-80.11000000009085,77.04,85.0,100.0,4.65,EC,2021-04-24 01:59:42
355,Labuhan,-11.45999999995982,99.88999999974544,82.31,70.0,2.0,4.99,ID,2021-04-24 01:47:47
356,Champerico,8.240000000050259,-96.16000000007625,72.0,92.0,44.0,5.23,GT,2021-04-24 01:59:42
357,Santa cruz,-34.319999999971515,-72.250000000098,71.6,100.0,90.0,8.05,BO,2021-04-24 01:59:43
358,Jumla,31.74000000006228,83.42999999976041,53.85,40.0,15.0,3.15,NP,2021-04-24 01:59:44
359,Vostok,46.89000000007002,135.49999999971305,35.62,97.0,100.0,3.31,RU,2021-04-24 01:59:45
360,Gizo,-6.7299999999574,157.15999999969335,84.33,71.0,79.0,7.65,SB,2021-04-24 01:59:45
361,Kalmunai,7.700000000049982,87.48999999975672,81.88,77.0,15.0,1.57,LK,2021-04-24 01:59:46
362,Sogne,57.71000000007558,8.019999999828997,39.0,59.0,11.0,2.3,NO,2021-04-24 01:59:46
363,Waddan,29.790000000061283,18.029999999819893,65.48,56.0,4.0,14.99,LY,2021-04-24 01:59:46
364,Bestobe,52.4700000000729,72.85999999977003,38.01,48.0,99.0,9.89,KZ,2021-04-24 01:59:48
365,Wilkinsburg,40.52000000006677,-79.90000000009104,48.99,45.0,64.0,5.86,US,2021-04-24 01:58:29
366,Camacha,35.14000000006402,-15.890000000149257,62.6,72.0,40.0,17.27,PT,2021-04-24 01:51:34
367,Tumpat,6.280000000049256,102.2399999997433,78.8,89.0,20.0,4.61,MY,2021-04-24 01:59:49
368,Loukhi,65.57000000007957,32.82999999980643,33.17,97.0,100.0,3.31,RU,2021-04-24 01:59:52
369,Gat,24.360000000058506,9.49999999982765,66.0,100.0,52.0,1.57,IL,2021-04-24 01:49:57
370,Nurota,40.88000000006696,65.92999999977633,51.8,66.0,100.0,6.91,UZ,2021-04-24 01:56:27
371,Katobu,-6.309999999957185,124.30999999972323,87.57,57.0,5.0,2.15,ID,2021-04-24 01:59:53
372,Rio gallegos,-49.68999999997938,-66.25000000010346,50.0,66.0,75.0,2.3,AR,2021-04-24 01:55:31
373,Halmstad,56.47000000007495,12.649999999824786,30.2,64.0,20.0,1.14,SE,2021-04-24 01:59:54
374,Key largo,24.140000000058393,-79.23000000009165,79.0,67.0,77.0,10.0,US,2021-04-24 01:59:54
375,Ponta delgada,29.270000000061017,-27.10000000013906,57.2,72.0,40.0,11.5,PT,2021-04-24 01:59:54
376,Hakkari,37.27000000006511,43.569999999796664,46.09,39.0,9.0,2.1,TR,2021-04-24 01:59:55
377,Ostrovnoy,79.40000000008666,41.38999999979865,31.98,95.0,100.0,25.17,RU,2021-04-24 01:50:21
378,Batagay,65.6100000000796,135.47999999971307,18.63,79.0,79.0,2.53,RU,2021-04-24 01:59:55
379,Druzhba,51.38000000007233,28.139999999810698,35.6,89.0,87.0,7.4,UA,2021-04-24 01:59:56
380,Ilulissat,76.110000000085,-49.54000000011865,28.4,69.0,100.0,6.91,GL,2021-04-24 01:59:57
381,Severnyy,50.78000000007202,36.69999999980291,37.4,93.0,75.0,15.66,RU,2021-04-24 01:59:57
382,Matagami,52.860000000073086,-77.57000000009316,51.8,40.0,1.0,6.91,CA,2021-04-24 01:59:59
383,Hazorasp,40.680000000066855,60.809999999780985,59.0,33.0,0.0,9.22,UZ,2021-04-24 02:00:01
384,Punta alta,-38.43999999997362,-61.31000000010795,63.75,72.0,100.0,3.85,AR,2021-04-24 02:00:02
385,Teya,62.80000000007817,90.31999999975415,36.28,81.0,14.0,2.21,RU,2021-04-24 01:50:35
386,Bubaque,7.670000000049967,-17.80000000014752,77.49,71.0,43.0,16.26,GW,2021-04-24 01:56:40
387,Sinnamary,11.990000000052177,-49.77000000011844,77.54,89.0,100.0,12.82,GF,2021-04-24 01:52:41
388,Palmer,59.580000000076524,-146.94000000003007,53.6,32.0,1.0,11.5,US,2021-04-24 01:48:02
389,Hay river,60.97000000007722,-115.65000000005853,19.4,68.0,92.0,5.75,CA,2021-04-24 02:00:11
390,Gwadar,23.010000000057815,62.349999999779584,80.44,79.0,7.0,5.7,PK,2021-04-24 02:00:12
391,Shache,37.09000000006502,79.13999999976431,56.28,13.0,1.0,5.61,CN,2021-04-24 02:00:13
392,Luwuk,-2.499999999955236,123.91999999972359,82.51,78.0,89.0,3.49,ID,2021-04-24 02:00:14
393,Joao pinheiro,-17.20999999996276,-46.1900000001217,66.94,47.0,0.0,3.06,BR,2021-04-24 01:56:36
394,Yaan,32.40000000006262,100.63999999974476,77.04,81.0,100.0,7.81,NG,2021-04-24 02:00:15
395,Puerto madero,14.46000000005344,-93.22000000007893,84.2,79.0,75.0,5.32,MX,2021-04-24 02:00:15
396,Tottori,36.770000000064854,134.26999999971417,60.8,77.0,75.0,5.75,JP,2021-04-24 02:00:16
397,Lagunillas,21.100000000056838,-104.73000000006846,80.94,74.0,19.0,10.31,VE,2021-04-24 02:00:16
398,Barranca,-4.819999999956423,-76.79000000009387,66.72,87.0,35.0,5.88,PE,2021-04-24 02:00:17
399,Bengkulu,-10.019999999959083,95.6399999997493,80.22,73.0,100.0,2.15,ID,2021-04-24 01:50:35
400,Ramanuj ganj,23.440000000058035,83.72999999976014,86.92,11.0,64.0,5.1,IN,2021-04-24 02:00:18
401,Bontang,1.6600000000468924,116.0999999997307,82.58,77.0,92.0,7.61,ID,2021-04-24 02:00:18
402,Pouebo,-19.879999999964127,164.95999999968626,81.79,72.0,100.0,7.7,NC,2021-04-24 01:51:47
403,Zyryanka,65.27000000007945,150.25999999969963,15.21,90.0,100.0,23.13,RU,2021-04-24 02:00:19
404,Beyneu,46.830000000070015,55.279999999786014,48.9,86.0,0.0,10.31,KZ,2021-04-24 02:00:20
405,Hanyang,27.560000000060143,119.77999999972735,61.75,69.0,100.0,6.96,CN,2021-04-24 02:00:21
406,Cefalu,39.150000000066086,13.939999999823613,55.0,91.0,99.0,4.0,IT,2021-04-24 02:00:21
407,Georgetown,-13.639999999960935,-17.59000000014771,78.8,94.0,40.0,3.44,MY,2021-04-24 01:58:51
408,Deputatskiy,70.77000000008223,141.6199999997075,12.92,79.0,9.0,2.77,RU,2021-04-24 02:00:22
409,Egvekinot,59.740000000076606,-178.1200000000017,31.96,88.0,100.0,3.94,RU,2021-04-24 02:00:22
410,Lobau,51.140000000072206,14.729999999822894,37.99,88.0,91.0,4.9,DE,2021-04-24 02:00:23
411,Benguela,-13.639999999960935,13.12999999982435,79.45,88.0,100.0,3.71,AO,2021-04-24 02:00:23
412,Phalaborwa,-23.88999999996618,31.24999999980787,59.0,100.0,36.0,6.91,ZA,2021-04-24 02:00:24
413,Beberibe,-3.4099999999557014,-37.1700000001299,82.0,89.0,75.0,3.44,BR,2021-04-24 02:00:25
414,Tianpeng,31.37000000006209,103.82999999974186,71.6,56.0,40.0,13.42,CN,2021-04-24 02:00:25
415,Podgorodnyaya pokrovka,51.76000000007252,55.02999999978624,44.6,87.0,90.0,8.95,RU,2021-04-24 02:00:25
416,Eydhafushi,4.92000000004856,69.9199999997727,83.48,72.0,53.0,9.55,MV,2021-04-24 02:00:26
417,Carutapera,0.7100000000464064,-44.89000000012288,75.78,94.0,100.0,5.64,BR,2021-04-24 01:55:34
418,Chipata,-13.269999999960746,32.12999999980707,58.15,93.0,1.0,5.06,ZM,2021-04-24 02:00:27
419,San jeronimo,15.660000000054055,-101.00000000007185,48.24,88.0,83.0,2.48,PE,2021-04-24 02:00:28
420,Pascagoula,29.580000000061176,-88.6300000000831,69.8,83.0,90.0,10.36,US,2021-04-24 02:00:28
421,Ferme-neuve,47.29000000007022,-75.8800000000947,53.6,32.0,90.0,6.91,CA,2021-04-24 02:00:29
422,Kamenka,67.22000000008043,43.259999999796946,41.0,95.0,99.0,8.23,RU,2021-04-24 01:51:48
423,Asfi,34.87000000006388,-11.680000000153086,63.91,89.0,70.0,6.08,MA,2021-04-24 02:00:30
424,Domoni,-9.059999999958592,46.91999999979362,78.94,86.0,100.0,7.7,KM,2021-04-24 01:55:32
425,Hlotse,-28.999999999968793,28.309999999810543,43.56,56.0,5.0,2.66,LS,2021-04-24 02:00:30
426,Menongue,-13.779999999961007,17.179999999820666,57.0,62.0,27.0,2.42,AO,2021-04-24 02:00:31
427,Kargat,56.050000000074704,80.73999999976286,37.54,66.0,4.0,5.7,RU,2021-04-24 02:00:32
428,Thornhill,55.400000000074385,-3.670000000160371,46.4,81.0,100.0,9.22,GB,2021-04-24 02:00:32
429,Narsaq,85.1700000000896,-60.30000000010887,39.2,65.0,0.0,2.3,GL,2021-04-24 02:00:33
430,Winnemucca,42.62000000006785,-118.28000000005613,69.8,6.0,1.0,4.61,US,2021-04-24 02:00:34
431,Lasa,33.12000000006299,94.01999999975078,46.0,70.0,0.0,3.44,IT,2021-04-24 01:51:51
432,Poum,-18.349999999963345,163.20999999968785,79.86,76.0,98.0,6.04,NC,2021-04-24 02:00:35
433,Warrnambool,-38.74999999997378,142.55999999970663,57.0,92.0,96.0,5.99,AU,2021-04-24 01:57:54
434,Huangpi,30.86000000006183,114.27999999973235,60.8,88.0,100.0,11.18,CN,2021-04-24 02:00:35
435,Karachi,24.980000000058823,66.47999999977583,82.4,34.0,0.0,4.61,PK,2021-04-24 02:00:36
436,Oxford,34.620000000063754,-89.54000000008227,44.6,61.0,87.0,13.8,GB,2021-04-24 01:55:28
437,Narasaraopet,16.340000000054403,79.94999999976358,85.24,69.0,9.0,5.88,IN,2021-04-24 01:58:40
438,Jawhar,2.1800000000471584,47.96999999979266,78.71,79.0,68.0,3.96,SO,2021-04-24 02:00:38
439,Udachnyy,66.6100000000801,113.62999999973295,33.8,99.0,33.0,9.86,RU,2021-04-24 02:00:39
440,Marystown,41.3600000000672,-53.110000000115406,36.82,86.0,86.0,19.69,CA,2021-04-24 02:00:39
441,Emirdag,39.09000000006603,31.229999999807887,47.61,81.0,5.0,1.52,TR,2021-04-24 02:00:40
442,Cobija,-12.039999999960116,-67.60000000010223,75.02,92.0,98.0,2.73,BO,2021-04-24 02:00:41
443,Hibbing,47.10000000007014,-93.64000000007854,39.2,87.0,90.0,9.22,US,2021-04-24 02:00:41
444,Deder,9.780000000051047,41.30999999979872,54.61,87.0,30.0,4.03,ET,2021-04-24 02:00:42
445,Grande prairie,54.18000000007376,-118.46000000005597,42.8,19.0,40.0,5.75,CA,2021-04-24 01:56:20
446,Zhangye,39.14000000006607,100.02999999974531,44.92,64.0,66.0,1.7,CN,2021-04-24 02:00:44
447,Bogorodsk,56.08000000007473,43.50999999979672,48.2,71.0,0.0,4.47,RU,2021-04-24 02:00:45
448,Vila,-15.73999999996201,174.32999999967774,54.0,95.0,100.0,1.99,PT,2021-04-24 01:54:42
449,Nkhotakota,-13.209999999960715,34.619999999804804,68.56,82.0,45.0,7.9,MW,2021-04-24 02:00:45
450,Gladstone,-22.40999999996542,153.06999999969707,75.2,41.0,75.0,10.36,AU,2021-04-24 02:00:46
451,Dwarka,21.40000000005699,65.96999999977629,81.41,77.0,100.0,10.54,IN,2021-04-24 02:00:47
452,Yagodnoye,62.160000000077844,149.5199999997003,16.83,74.0,100.0,8.14,RU,2021-04-24 02:00:47
453,Mozarlandia,-14.409999999961329,-50.61000000011768,69.98,52.0,0.0,4.41,BR,2021-04-24 02:00:48
454,Hovd,44.30000000006871,103.58999999974208,35.46,20.0,3.0,4.29,MN,2021-04-24 01:55:15
455,Tigil,59.620000000076544,158.02999999969256,32.52,95.0,100.0,7.4,RU,2021-04-24 02:00:49
456,Omboue,-5.4899999999567655,4.439999999832253,77.45,91.0,100.0,3.27,GA,2021-04-24 02:00:50
457,Zverinogolovskoye,54.440000000073894,64.80999999977735,42.96,51.0,100.0,11.21,RU,2021-04-24 02:00:51
458,Ugoofaaru,5.420000000048816,65.23999999977696,83.62,71.0,81.0,8.16,MV,2021-04-24 01:52:22
459,Bilibino,68.54000000008111,165.65999999968562,26.08,81.0,80.0,3.8,RU,2021-04-24 01:56:30
460,Adrar,27.30000000006001,0.21999999983609086,76.14,14.0,2.0,9.06,MR,2021-04-24 02:00:52
461,Sao filipe,6.780000000049512,-27.940000000138298,71.06,75.0,7.0,7.61,CV,2021-04-24 02:00:52
462,Sanming,26.280000000059488,117.91999999972904,82.85,61.0,100.0,2.35,CN,2021-04-24 02:00:54
463,Pierre,43.7000000000684,-100.00000000007276,39.0,65.0,90.0,12.66,US,2021-04-24 01:56:37
464,Pueblo,38.090000000065515,-103.88000000006923,51.8,62.0,1.0,9.22,US,2021-04-24 02:00:26
465,Prince rupert,49.65000000007143,-132.730000000043,51.8,66.0,1.0,5.75,CA,2021-04-24 01:47:09
466,Panaba,25.360000000059017,-88.17000000008352,77.67,64.0,0.0,13.06,MX,2021-04-24 01:51:32
467,Wernigerode,51.980000000072636,10.759999999826505,35.01,82.0,85.0,3.62,DE,2021-04-24 02:00:55
468,Rayachoti,13.860000000053134,78.80999999976461,82.92,54.0,89.0,2.68,IN,2021-04-24 02:00:56
469,Gorin,51.56000000007242,137.1999999997115,46.4,35.0,67.0,7.2,RU,2021-04-24 02:00:57
470,Cortez,36.82000000006488,-108.9700000000646,60.8,16.0,20.0,10.36,US,2021-04-24 02:00:58
471,Turan,52.89000000007309,94.78999999975008,86.0,74.0,20.0,4.61,VN,2021-04-24 02:00:58
472,Bocaiuva,-17.349999999962833,-43.820000000123855,69.8,83.0,0.0,4.61,BR,2021-04-24 02:00:59
473,Haines junction,55.20000000007428,-142.82000000003382,51.8,22.0,15.0,2.3,CA,2021-04-24 01:52:38
474,Lakatoro,-15.459999999961866,170.14999999968154,86.31,62.0,76.0,10.18,VU,2021-04-24 02:01:00
475,Alofi,-22.449999999965442,-170.16000000000895,86.0,70.0,32.0,9.22,NU,2021-04-24 02:01:01
476,Sirjan,29.710000000061243,55.829999999785514,65.73,33.0,87.0,3.49,IR,2021-04-24 02:01:02
477,Aquino,11.86000000005211,122.10999999972523,53.01,64.0,47.0,4.0,IT,2021-04-24 02:01:03
478,Sistranda,68.53000000008109,6.139999999830707,35.6,69.0,75.0,19.57,NO,2021-04-24 01:56:18
479,Vila velha,-23.469999999965964,-33.640000000133114,75.2,73.0,75.0,6.91,BR,2021-04-24 02:01:03
480,Mecca,23.74000000005819,41.40999999979863,82.9,32.0,73.0,4.7,SA,2021-04-24 02:01:05
481,Port antonio,19.040000000055784,-75.9900000000946,80.6,78.0,40.0,2.3,JM,2021-04-24 02:01:06
482,Dalvik,68.55000000008113,-19.430000000146038,41.0,81.0,0.0,1.14,IS,2021-04-24 01:56:45
483,Kabinda,-5.549999999956796,24.84999999981369,67.08,89.0,87.0,1.5,CD,2021-04-24 01:54:53
484,Fortuna,34.310000000063596,-138.40000000003783,53.01,93.0,1.0,8.05,US,2021-04-24 02:01:06
485,Diamantino,-13.21999999996072,-54.310000000114314,78.31,69.0,100.0,2.77,BR,2021-04-24 02:01:07
486,Rudnyy,44.210000000068646,134.49999999971396,44.6,45.0,0.0,11.18,KZ,2021-04-24 02:01:07
487,Kadyy,57.770000000075584,43.139999999797055,41.67,91.0,26.0,5.91,RU,2021-04-24 02:01:07
488,Oistins,11.930000000052146,-58.950000000110094,80.6,61.0,40.0,14.97,BB,2021-04-24 02:01:08
489,Tsiroanomandidy,-18.51999999996343,45.329999999795064,61.38,94.0,87.0,3.04,MG,2021-04-24 02:01:08
490,Nenjiang,48.83000000007104,125.5599999997221,49.1,20.0,0.0,12.12,CN,2021-04-24 01:55:20
491,Maragogi,-12.33999999996027,-29.590000000136797,78.01,81.0,24.0,7.27,BR,2021-04-24 01:52:26
492,Yenotayevka,46.840000000070006,46.779999999793745,50.88,76.0,100.0,9.93,RU,2021-04-24 02:01:09
493,Pinega,65.2000000000794,42.6499999997975,44.76,86.0,100.0,9.17,RU,2021-04-24 01:52:44
494,Emba,47.35000000007028,59.67999999978201,49.95,43.0,97.0,12.91,KZ,2021-04-24 01:55:07
495,Wanning,17.600000000055047,114.01999999973259,83.46,70.0,7.0,11.7,CN,2021-04-24 02:01:10
496,Cody,44.350000000068746,-108.88000000006468,39.99,69.0,90.0,3.44,US,2021-04-24 01:59:44
497,Puerto madryn,-41.94999999997542,-64.73000000010484,55.31,61.0,0.0,14.85,AR,2021-04-24 01:58:05
498,Atar,22.51000000005756,-13.04000000015185,77.5,15.0,0.0,6.6,MR,2021-04-24 02:01:11
499,Samarai,-10.379999999959267,154.00999999969622,84.54,72.0,48.0,9.71,PG,2021-04-24 02:01:11
